President,Date,Ordernumber,Description
Barack Obama,21-Jul-14,Executive Order 13672,"Further Amendments to Executive Order 11478, Equal Employment Opportunity in the Federal Government, and Executive Order 11246, Equal Employment Opportunity"
Barack Obama,31-Jul-14,Executive Order 13674,Revised List of Quarantinable Communicable Diseases
Barack Obama,31-Jul-14,Executive Order 13673,Fair Pay and Safe Workplaces
Barack Obama,5-Aug-14,Executive Order 13675,Establishing the President's Advisory Council on Doing Business in Africa
Barack Obama,18-Sep-14,Executive Order 13676,Combating Antibiotic-Resistant Bacteria
Barack Obama,23-Sep-14,Executive Order 13677,Climate-Resilient International Development
Barack Obama,3-Oct-14,Executive Order 13678,"Conversion Authority for Criminal Investigators (Special Agents) of the Bureau of Alcohol, Tobacco, Firearms, and Explosives"
Barack Obama,10-Oct-14,Executive Order 13679,Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen
Barack Obama,16-Oct-14,Executive Order 13680,Ordering the Selected Reserve and Certain Individual Ready Reserve Members of the Armed Forces to Active Duty
Barack Obama,17-Oct-14,Executive Order 13681,Improving the Security of Consumer Financial Transactions
Barack Obama,5-Dec-14,Executive Order 13682,"Closing of Executive Departments and Agencies of the Federal Government on Friday, December 26, 2014"
Barack Obama,11-Dec-14,Executive Order 13683,"Further Amendments to Executive Order 11030, Executive Order 13653, and Executive Order 13673"
Barack Obama,18-Dec-14,Executive Order 13684,Establishment of the President's Task Force on 21st Century Policing
Barack Obama,19-Dec-14,Executive Order 13685,Blocking Property of Certain Persons and Prohibiting Certain Transactions With Respect to the Crimea Region of Ukraine
Barack Obama,19-Dec-14,Executive Order 13686,Adjustments of Certain Rates of Pay
Barack Obama,2-Jan-15,Executive Order 13687,Imposing Additional Sanctions With Respect to North Korea
Barack Obama,16-Jan-15,Executive Order 13688,Federal Support for Local Law Enforcement Equipment Acquisition
Barack Obama,21-Jan-15,Executive Order 13689,Enhancing Coordination of National Efforts in the Arctic
Barack Obama,30-Jan-15,Executive Order 13690,Establishing a Federal Flood Risk Management Standard and a Process for Further Soliciting and Considering Stakeholder Input
Barack Obama,13-Feb-15,Executive Order 13691,Promoting Private Sector Cybersecurity Information Sharing
Barack Obama,8-Mar-15,Executive Order 13692,Blocking Property and Suspending Entry of Certain Persons Contributing to the Situation in Venezuela
Barack Obama,19-Mar-15,Executive Order 13693,Planning for Federal Sustainability in the Next Decade
Barack Obama,1-Apr-15,Executive Order 13694,Blocking the Property of Certain Persons Engaging in Significant Malicious Cyber-Enabled Activities
Barack Obama,26-May-15,Executive Order 13695,Termination of Emergency With Respect to the Risk of Nuclear Proliferation Created by the Accumulation of a Large Volume of Weapons-Usable Fissile Material in the Territory of the Russian Federation
Barack Obama,17-Jun-15,Executive Order 13696,"2015 Amendments to the Manual for Courts-Martial, United States"
Barack Obama,22-Jun-15,Executive Order 13697,"Amendment to Executive Order 11155, Awards for Special Capability in Career and Technical Education"
Barack Obama,24-Jun-15,Executive Order 13698,Hostage Recovery Activities
Barack Obama,26-Jun-15,Executive Order 13699,Establishing the Advisory Board on Toxic Substances and Worker Health
Barack Obama,15-Jul-15,Executive Order 13700,Establishing an Emergency Board To Investigate Disputes Between New Jersey Transit Rail and Certain of Its Employees Represented by Certain Labor Organizations
Barack Obama,17-Jul-15,Executive Order 13701,Delegation of Certain Authorities and Assignment of Certain Functions Under the Bipartisan Congressional Trade Priorities and Accountability Act of 2015
Barack Obama,29-Jul-15,Executive Order 13702,Creating a National Strategic Computing Initiative
Barack Obama,30-Jul-15,Executive Order 13703,Implementing the National HIV/AIDS Strategy for the United States for 2015-2020
Barack Obama,17-Aug-15,Executive Order 13704,Presidential Innovation Fellows Program
Barack Obama,3-Sep-15,Executive Order 13705,"Designating the International Renewable Energy Agency as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities"
Barack Obama,7-Sep-15,Executive Order 13706,Establishing Paid Sick Leave for Federal Contractors
Barack Obama,15-Sep-15,Executive Order 13707,Using Behavioral Science Insights To Better Serve the American People
Barack Obama,30-Sep-15,Executive Order 13708,Continuance or Reestablishment of Certain Federal Advisory Committees
Barack Obama,2-Oct-15,Executive Order 13709,National Security Medal
Barack Obama,12-Nov-15,Executive Order 13711,Establishing an Emergency Board To Investigate Disputes Between New Jersey Transit Rail and Certain of Its Employees Represented by Certain Labor Organizations
Barack Obama,12-Nov-15,Executive Order 13710,Termination of Emergency With Respect to the Actions and Policies of Former Liberian President Charles Taylor
Barack Obama,22-Nov-15,Executive Order 13712,Blocking Property of Certain Persons Contributing to the Situation in Burundi
Barack Obama,11-Dec-15,Executive Order 13713,"Half-Day Closing of Executive Departments and Agencies of the Federal Government on Thursday, December 24, 2015"
Barack Obama,15-Dec-15,Executive Order 13714,Strengthening the Senior Executive Service
Barack Obama,18-Dec-15,Executive Order 13715,Adjustments of Certain Rates of Pay
Barack Obama,16-Jan-16,Executive Order 13716,"Revocation of Executive Orders 13574, 13590, 13622, and 13645 With Respect to Iran, Amendment of Executive Order 13628 With Respect to Iran, and Provision of Implementation Authorities for Aspects of Certain Statutory Sanctions Outside the Scope of U.S. Commitments Under the Joint Comprehensive Plan of Action of July 14, 2015"
Barack Obama,2-Feb-16,Executive Order 13717,Establishing a Federal Earthquake Risk Management Standard
Barack Obama,9-Feb-16,Executive Order 13718,Commission on Enhancing National Cybersecurity
Barack Obama,9-Feb-16,Executive Order 13719,Establishment of the Federal Privacy Council
Barack Obama,26-Feb-16,Executive Order 13720,Delegation of Certain Authorities and Assignment of Certain Functions under the Trade Preferences Extension Act of 2015
Barack Obama,14-Mar-16,Executive Order 13721,Developing an Integrated Global Engagement Center To Support Government-wide Counterterrorism Communications Activities Directed Abroad and Revoking Executive Order 13584
Barack Obama,15-Mar-16,Executive Order 13722,"Blocking Property of the Government of North Korea and the Workers' Party of Korea, and Prohibiting Certain Transactions With Respect to North Korea"
Barack Obama,30-Mar-16,Executive Order 13723,Establishing the Inherent Resolve Campaign Medal
Barack Obama,8-Apr-16,Executive Order 13724,Amending Executive Order 12137
Barack Obama,15-Apr-16,Executive Order 13725,Steps To Increase Competition and Better Inform Consumers and Workers To Support Continued Growth of the American Economy
Barack Obama,19-Apr-16,Executive Order 13726,Blocking Property and Suspending Entry Into the United States of Persons Contributing to the Situation in Libya
Barack Obama,6-May-16,Executive Order 13727,Facilitation of a Presidential Transition
Barack Obama,18-May-16,Executive Order 13729,A Comprehensive Approach to Atrocity Prevention and Response
Barack Obama,18-May-16,Executive Order 13728,Wildland-Urban Interface Federal Risk Mitigation
Barack Obama,20-May-16,Executive Order 13730,"2016 Amendments to the Manual for Courts Martial, United States"
Barack Obama,24-Jun-16,Executive Order 13731,Global Entrepreneurship
Barack Obama,1-Jul-16,Executive Order 13732,United States Policy on Pre- and Post-Strike Measures to Address Civilian Casualties in U.S. Operations Involving the Use of Force
Barack Obama,22-Jul-16,Executive Order 13733,Delegation of Certain Authorities and Assignment of Certain Functions Under the Trade Facilitation and Trade Enforcement Act of 2015
Barack Obama,3-Aug-16,Executive Order 13734,Amending Executive Order 13675 To Expand Membership on the President's Advisory Council on Doing Business in Africa
Barack Obama,12-Aug-16,Executive Order 13735,Providing an Order of Succession Within the Department of the Treasury
Barack Obama,12-Aug-16,Executive Order 13736,Providing an Order of Succession Within the Department of Veterans Affairs
Barack Obama,12-Aug-16,Executive Order 13737,Providing an Order of Succession Within the Environmental Protection Agency
Barack Obama,23-Aug-16,Executive Order 13738,Amendment to Executive Order 13673
Barack Obama,14-Sep-16,Executive Order 13739,Termination of Emergency With Respect to the Situation in or in Relation to Côte d'Ivoire
Barack Obama,16-Sep-16,Executive Order 13740,"2016 Amendments to the Manual for Courts Martial, United States"
Barack Obama,29-Sep-16,Executive Order 13741,Amending Executive Order 13467 To Establish the Roles and Responsibilities of the National Background Investigations Bureau and Related Matters
Barack Obama,7-Oct-16,Executive Order 13742,Termination of Emergency With Respect to the Actions and Policies of the Government of Burma
Barack Obama,13-Oct-16,Executive Order 13743,Charitable Fundraising
Barack Obama,13-Oct-16,Executive Order 13744,Coordinating Efforts To Prepare the Nation for Space Weather Events
Barack Obama,31-Oct-16,Executive Order 13745,Delegation of Function to the Director of the Office of Personnel Management
Barack Obama,3-Nov-16,Executive Order 13746,Advancing the Goals of the Power Africa Initiative to Expand Access to Electricity in Sub-Saharan Africa Through the Establishment of the President's Power Africa Working Group
Barack Obama,4-Nov-16,Executive Order 13747,Advancing the Global Health Security Agenda to Achieve a World Safe and Secure From Infectious Disease Threats
Barack Obama,16-Nov-16,Executive Order 13748,Establishing a Community Solutions Council
Barack Obama,29-Nov-16,Executive Order 13750,"Providing for the Appointment of Alumni of the Fulbright U.S. Student Program, the Benjamin A. Gilman International Scholarship Program, and the Critical Language Scholarship Program to the Competitive Service"
Barack Obama,29-Nov-16,Executive Order 13749,Providing for the Appointment in the Competitive Service of Certain Employees of the Foreign Service
Barack Obama,5-Dec-16,Executive Order 13751,Safeguarding the Nation From the Impacts of Invasive Species
Barack Obama,8-Dec-16,Executive Order 13752,Relating to the Implementation of the Convention on the International Recovery of Child Support and Other Forms of Family Maintenance
Barack Obama,9-Dec-16,Executive Order 13753,Amending the Order of Succession in the Department of Homeland Security
Barack Obama,9-Dec-16,Executive Order 13754,Northern Bering Sea Climate Resilience
Barack Obama,23-Dec-16,Executive Order 13755,Providing an Order of Succession Within the Department of Labor
Barack Obama,27-Dec-16,Executive Order 13756,Adjustments of Certain Rates of Pay
Barack Obama,28-Dec-16,Executive Order 13757,Taking Additional Steps To Address the National Emergency With Respect to Significant Malicious Cyber-Enabled Activities
Barack Obama,28-Dec-16,Order-,Annex to the Executive Order on Taking Additional Steps To Address the National Emergency With Respect to Significant Malicious Cyber-Enabled Activities
Barack Obama,12-Jan-17,Executive Order 13760,Exclusions from the Federal Labor-Management Relations Program
Barack Obama,12-Jan-17,Executive Order 13758,Amending Executive Order 11016 to Update Eligibility Criteria for Award of the Purple Heart
Barack Obama,12-Jan-17,Executive Order 13759,"Designating the World Organisation for Animal Health as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities"
Barack Obama,13-Jan-17,Executive Order 13763,Providing an Order of Succession Within the Environmental Protection Agency
Barack Obama,13-Jan-17,Executive Order 13762,Providing an Order of Succession Within the Department of Justice
Barack Obama,13-Jan-17,Executive Order 13761,Recognizing Positive Actions by the Government of Sudan and Providing for the Revocation of Certain Sudan-Related Sanctions
Barack Obama,17-Jan-17,Executive Order 13764 ," Amending the Civil Service Rules, Executive Order 13488, and Executive Order 13467 to Modernize the Executive Branch Wide Governance Structure and Processes for Security Clearances, Suitability and Fitness for Employment, and Credentialing, and Related Matters"
Donald J. Trump,20-Jan-17,Executive Order 13765 , Minimizing The Economic Burden Of The Patient Protection And Affordable Care Act Pending Repeal
Donald J. Trump,24-Jan-17,Executive Order 13766 , Expediting Environmental Reviews and Approvals For High Priority Infrastructure Projects
Donald J. Trump,25-Jan-17,Executive Order 13767 , Border Security and Immigration Enforcement Improvements
Donald J. Trump,25-Jan-17,Executive Order 13768 , Enhancing Public Safety in the Interior of the United States
Donald J. Trump,27-Jan-17,Executive Order 13769, Protecting the Nation from Foreign Terrorist Entry into the United States
Donald J. Trump,28-Jan-17,Executive Order 13770, Ethics Commitments by Executive Branch Appointees
Donald J. Trump,30-Jan-17,Executive Order 13771, Reducing Regulation and Controlling Regulatory Costs
Donald J. Trump,20-Jan-17,Order-,Regulatory Freeze Pending Review for the Heads of Executive Departments and Agencies
Donald J. Trump,23-Jan-17,Order-,Regarding the Hiring Freeze
Donald J. Trump,23-Jan-17,Order-,Barring international non-governmental organizations that perform or promote abortions from receiving US government funding
Donald J. Trump,23-Jan-17,Order-,Regarding Withdrawal of the United States from the Trans-Pacific Partnership Negotiations and Agreement
Donald J. Trump,24-Jan-17,Order-,Regarding Construction of American Pipelines
Donald J. Trump,24-Jan-17,Order-,Regarding Construction of the Dakota Access Pipeline
Donald J. Trump,24-Jan-17,Order-,Regarding Construction of the Keystone XL Pipeline
Donald J. Trump,24-Jan-17,Order-,Reducing Regulatory Burdens for Domestic Manufacturing
Donald J. Trump,27-Jan-17,Order-,Rebuilding the U.S. Armed Forces
Donald J. Trump,28-Jan-17,Order-,Plan to Defeat the Islamic State of Iraq and Syria
Donald J. Trump,28-Jan-17,Order-,Organization of the National Security Council and the Homeland Security Council
Donald J. Trump,3-Feb-17,Executive Order , Core Principles for Regulating the United States Financial System
Donald J. Trump,9-Feb-17,Executive Order , Task Force on Crime Reduction and Public Safety
Donald J. Trump,9-Feb-17,Executive Order ," Preventing Violence Against Federal, State, Tribal, and Local Law Enforcement Officers"
Donald J. Trump,9-Feb-17,Executive Order , Enforcing Federal Law with Respect to Transnational Criminal Organizations and Preventing International Trafficking
